,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,LR
212,213,643.2,1590.77,1415.33,552.36,2388.09,47.69,521.26,2388.12,8.4355,394,38.69,23.0933,0.8223938223938224
213,214,642.71,1598.86,1413.36,553.15,2388.09,47.6,521.1,2388.17,8.4425,395,38.66,23.2472,0.8262548262548263
214,215,643.05,1591.56,1418.03,552.53,2388.15,47.6,520.79,2388.14,8.4381,395,38.66,23.188,0.8301158301158301
215,216,643.36,1590.83,1416.89,552.2,2388.1,47.65,520.71,2388.14,8.4724,396,38.62,23.1276,0.833976833976834
216,217,642.92,1598.95,1412.52,552.22,2388.16,47.78,520.94,2388.19,8.487,393,38.68,23.1859,0.8378378378378378
217,218,642.91,1597.05,1408.18,552.78,2388.13,47.72,520.75,2388.14,8.444,394,38.63,23.2371,0.8416988416988417
218,219,642.84,1596.34,1417.91,552.95,2388.21,47.73,521.0,2388.18,8.4365,394,38.66,23.2827,0.8455598455598455
219,220,642.77,1594.18,1419.8,552.66,2388.19,47.7,521.19,2388.11,8.4564,395,38.77,23.2771,0.8494208494208494
220,221,643.35,1594.38,1423.21,552.67,2388.17,47.8,520.61,2388.08,8.4708,395,38.76,23.2154,0.8532818532818532
221,222,643.02,1595.46,1423.88,552.54,2388.17,47.81,520.65,2388.13,8.4938,394,38.54,23.216,0.8571428571428571
222,223,643.09,1598.9,1411.04,552.25,2388.1,48.02,520.46,2388.18,8.4589,396,38.64,23.1425,0.861003861003861
223,224,643.45,1596.51,1416.97,552.26,2388.12,47.69,520.45,2388.16,8.462,396,38.62,23.1929,0.8648648648648649
224,225,643.71,1599.72,1416.7,552.53,2388.17,47.66,520.29,2388.19,8.4682,395,38.82,23.2158,0.8687258687258688
225,226,643.17,1605.25,1423.92,552.93,2388.13,47.78,520.44,2388.2,8.4712,394,38.63,23.1775,0.8725868725868726
226,227,643.04,1593.13,1416.51,552.37,2388.16,47.82,520.52,2388.18,8.4717,395,38.66,23.2273,0.8764478764478765
227,228,643.6,1597.56,1424.84,552.24,2388.15,47.75,520.86,2388.16,8.4926,393,38.59,23.3012,0.8803088803088803
228,229,643.67,1591.32,1418.78,552.54,2388.15,47.96,521.09,2388.19,8.4914,395,38.51,23.2569,0.8841698841698842
229,230,643.2,1593.43,1414.07,552.55,2388.17,47.87,520.81,2388.21,8.4842,393,38.66,23.1833,0.888030888030888
230,231,643.02,1599.01,1426.55,552.68,2388.13,47.8,521.25,2388.13,8.4885,396,38.74,23.1805,0.8918918918918919
231,232,643.44,1595.92,1422.4,552.18,2388.16,47.81,520.4,2388.13,8.4722,393,38.71,23.13,0.8957528957528957
232,233,643.46,1596.97,1422.57,552.27,2388.2,48.0,520.41,2388.14,8.5036,396,38.53,23.1197,0.8996138996138996
233,234,643.37,1597.61,1418.06,551.74,2388.14,47.83,520.5,2388.15,8.5117,395,38.56,23.08,0.9034749034749034
234,235,643.15,1599.13,1423.33,552.1,2388.12,47.75,520.53,2388.2,8.4719,394,38.72,23.1792,0.9073359073359073
235,236,642.87,1593.39,1423.52,552.29,2388.18,47.85,520.25,2388.18,8.4966,394,38.49,23.1283,0.9111969111969112
236,237,643.49,1597.7,1426.99,552.27,2388.2,47.93,520.98,2388.18,8.4877,395,38.62,23.0634,0.915057915057915
237,238,643.25,1589.98,1422.21,552.62,2388.22,47.79,520.17,2388.2,8.4676,395,38.55,23.0818,0.918918918918919
238,239,643.29,1595.82,1423.51,552.16,2388.19,47.98,520.01,2388.17,8.4867,395,38.63,23.2299,0.9227799227799228
239,240,643.14,1601.07,1427.37,552.29,2388.19,48.06,520.59,2388.22,8.5132,396,38.53,23.098,0.9266409266409267
240,241,643.38,1592.75,1421.28,551.67,2388.2,47.94,520.8,2388.21,8.4873,395,38.61,23.0812,0.9305019305019305
241,242,643.26,1595.87,1425.87,551.78,2388.13,48.12,520.4,2388.2,8.486,395,38.55,23.1906,0.9343629343629344
242,243,643.39,1596.26,1422.48,552.44,2388.21,48.05,520.36,2388.17,8.468,396,38.57,23.1336,0.9382239382239382
243,244,643.71,1594.69,1424.74,551.44,2388.18,47.99,520.59,2388.19,8.4936,398,38.53,23.1189,0.9420849420849421
244,245,643.27,1600.86,1427.49,551.25,2388.22,48.15,520.29,2388.23,8.4861,396,38.47,23.1526,0.9459459459459459
245,246,643.77,1597.9,1427.45,552.64,2388.21,48.0,519.84,2388.22,8.548,396,38.4,23.1525,0.9498069498069498
246,247,643.38,1595.7,1428.44,552.71,2388.2,48.15,519.59,2388.21,8.4806,395,38.5,23.1023,0.9536679536679536
247,248,643.39,1597.83,1425.96,551.57,2388.26,47.96,520.35,2388.22,8.4967,397,38.41,23.1492,0.9575289575289575
248,249,643.34,1592.29,1427.9,551.68,2388.21,48.0,520.28,2388.2,8.5069,397,38.38,23.2023,0.9613899613899614
249,250,643.85,1597.54,1419.22,551.28,2388.22,48.02,519.63,2388.26,8.529,397,38.69,23.1101,0.9652509652509652
250,251,643.54,1596.24,1429.71,551.27,2388.21,48.12,520.35,2388.2,8.5111,397,38.46,23.0971,0.9691119691119691
251,252,644.02,1600.68,1423.72,551.42,2388.22,48.22,520.09,2388.17,8.4907,395,38.36,23.0905,0.972972972972973
252,253,643.31,1598.07,1425.57,551.77,2388.2,48.15,520.08,2388.21,8.5044,395,38.34,23.1021,0.9768339768339769
253,254,643.97,1603.92,1428.41,551.9,2388.24,48.11,519.87,2388.28,8.5255,396,38.36,23.1083,0.9806949806949807
254,255,643.4,1599.87,1427.9,552.09,2388.28,48.24,520.3,2388.22,8.5179,394,38.39,23.0716,0.9845559845559846
255,256,643.84,1599.31,1423.73,551.66,2388.19,48.05,519.89,2388.22,8.5058,397,38.46,23.0488,0.9884169884169884
256,257,643.52,1601.37,1425.25,551.44,2388.28,48.16,519.71,2388.26,8.5308,398,38.36,23.1058,0.9922779922779923
257,258,643.66,1606.8,1431.35,551.87,2388.28,48.11,519.72,2388.21,8.4947,396,38.49,23.0658,0.9961389961389961
258,259,643.94,1599.54,1434.33,551.6,2388.25,48.34,519.44,2388.23,8.5313,398,38.35,23.0707,1.0
259,1,642.38,1587.95,1393.65,553.62,2387.93,47.12,521.56,2387.95,8.3462,392,39.04,23.3588,0.003952569169960474
260,2,641.9,1578.97,1396.59,554.0,2388.0,47.02,521.98,2388.04,8.4004,391,38.96,23.4683,0.007905138339920948
261,3,641.85,1583.91,1391.46,553.63,2387.97,47.28,521.95,2387.96,8.3675,392,38.93,23.3825,0.011857707509881422
262,4,642.07,1579.51,1391.48,553.26,2387.93,47.14,521.12,2387.95,8.377,389,38.85,23.3706,0.015810276679841896
263,5,642.16,1583.96,1395.68,553.82,2387.93,46.84,521.62,2387.94,8.3633,391,39.23,23.4144,0.019762845849802372
264,6,642.18,1583.45,1395.03,553.74,2388.0,47.05,521.85,2387.95,8.4047,392,39.13,23.4867,0.023715415019762844
265,7,642.75,1579.31,1393.29,553.28,2387.94,47.09,521.56,2387.97,8.3978,391,39.05,23.3851,0.02766798418972332
266,8,642.43,1589.99,1396.6,553.87,2387.99,46.94,521.74,2387.94,8.3793,390,39.03,23.4174,0.03162055335968379
267,9,642.16,1577.07,1395.62,553.32,2387.98,47.34,521.33,2387.99,8.3744,392,38.93,23.4609,0.03557312252964427
268,10,641.85,1587.17,1400.51,553.92,2387.92,47.02,522.06,2387.99,8.4046,393,39.11,23.4301,0.039525691699604744
269,11,641.97,1581.56,1384.74,553.03,2387.95,47.09,521.84,2387.99,8.3901,390,39.01,23.3382,0.043478260869565216
270,12,642.02,1586.0,1391.8,553.41,2387.98,47.14,521.62,2387.95,8.3762,391,39.04,23.4495,0.04743083003952569
271,13,642.04,1586.98,1396.97,553.28,2387.96,46.91,521.42,2387.95,8.384,391,38.93,23.3283,0.05138339920948617
272,14,642.1,1582.02,1389.36,553.82,2388.0,47.14,521.45,2387.97,8.4271,391,39.01,23.4402,0.05533596837944664
273,15,641.65,1585.65,1397.7,553.45,2387.96,47.05,521.73,2387.97,8.3684,391,39.19,23.5025,0.05928853754940711
274,16,641.93,1577.45,1394.98,553.58,2387.95,47.06,521.55,2387.95,8.3934,392,39.22,23.4058,0.06324110671936758
275,17,642.03,1578.46,1397.59,553.75,2387.95,47.04,521.14,2387.97,8.429,391,39.06,23.5077,0.06719367588932806
276,18,641.87,1591.05,1396.81,553.32,2388.02,47.08,522.01,2387.98,8.3957,391,39.14,23.4434,0.07114624505928854
277,19,641.52,1576.3,1396.89,554.13,2387.92,46.91,521.71,2387.93,8.3587,391,39.15,23.3773,0.07509881422924901
278,20,642.31,1575.09,1395.13,553.55,2387.93,47.07,521.93,2387.98,8.3953,390,38.98,23.3479,0.07905138339920949
279,21,642.09,1578.56,1394.7,553.34,2387.96,47.21,521.37,2387.99,8.4142,391,39.1,23.4155,0.08300395256916997
280,22,641.95,1573.48,1389.61,553.24,2388.01,47.19,521.51,2387.99,8.3799,391,39.18,23.4589,0.08695652173913043
281,23,642.17,1580.91,1395.04,553.68,2388.01,46.88,521.74,2387.98,8.3688,391,38.92,23.3916,0.09090909090909091
282,24,642.1,1578.49,1395.34,553.92,2388.01,46.99,521.18,2387.93,8.3553,390,39.1,23.3831,0.09486166007905138
283,25,642.12,1581.65,1399.58,554.27,2387.94,46.88,521.81,2387.95,8.3802,392,39.16,23.448,0.09881422924901186
284,26,642.23,1584.15,1393.97,553.45,2387.98,47.11,521.44,2387.94,8.3943,392,38.73,23.4559,0.10276679841897234
285,27,641.54,1577.87,1391.71,554.09,2387.94,46.93,521.67,2387.96,8.3707,390,39.08,23.3331,0.1067193675889328
286,28,641.82,1584.36,1397.54,553.36,2387.95,47.24,521.39,2387.94,8.4026,392,39.24,23.4134,0.11067193675889328
287,29,642.4,1572.01,1394.2,553.63,2388.03,47.1,521.81,2387.98,8.4134,389,39.03,23.3418,0.11462450592885376
288,30,642.06,1578.59,1387.6,553.16,2387.93,47.03,521.62,2387.89,8.3787,392,38.87,23.448,0.11857707509881422
289,31,642.02,1586.97,1400.91,553.88,2388.02,47.04,522.24,2387.95,8.3974,393,38.88,23.4164,0.1225296442687747
290,32,642.73,1587.26,1397.02,553.14,2387.97,47.13,521.64,2388.02,8.397,393,38.96,23.4165,0.12648221343873517
291,33,642.19,1582.11,1393.73,552.91,2387.98,47.17,521.69,2388.01,8.3963,389,39.21,23.4763,0.13043478260869565
292,34,641.58,1576.89,1405.99,552.93,2387.92,47.11,521.09,2388.01,8.4008,390,38.98,23.5187,0.13438735177865613
293,35,642.13,1576.56,1395.42,552.39,2387.98,47.0,522.02,2387.95,8.3746,392,38.94,23.4056,0.1383399209486166
294,36,641.99,1579.98,1395.61,553.7,2387.94,46.97,521.81,2387.97,8.3788,392,39.04,23.4118,0.1422924901185771
295,37,642.04,1586.32,1394.57,553.66,2387.96,47.06,521.23,2387.93,8.4034,390,39.16,23.3607,0.14624505928853754
296,38,642.38,1589.5,1399.06,553.77,2388.01,47.05,522.23,2387.98,8.3969,391,39.15,23.5351,0.15019762845849802
297,39,641.71,1583.24,1403.38,552.83,2387.96,47.15,521.55,2387.99,8.3526,391,39.15,23.3745,0.1541501976284585
298,40,641.91,1584.18,1384.36,553.5,2387.92,46.92,521.52,2388.02,8.4025,390,38.88,23.366,0.15810276679841898
299,41,641.53,1581.87,1392.19,554.14,2387.99,47.08,522.01,2388.01,8.384,391,39.11,23.4565,0.16205533596837945
300,42,641.85,1579.7,1399.94,554.31,2387.96,47.11,521.99,2388.04,8.3664,392,39.13,23.4376,0.16600790513833993
301,43,641.94,1577.89,1390.31,553.79,2387.95,47.23,521.26,2387.92,8.3886,391,39.01,23.4593,0.16996047430830039
302,44,642.27,1581.8,1389.99,553.55,2387.92,47.07,520.99,2387.93,8.3748,391,39.04,23.3138,0.17391304347826086
303,45,642.29,1585.29,1397.66,553.6,2387.98,46.98,521.42,2387.94,8.3716,391,39.14,23.3739,0.17786561264822134
304,46,641.83,1586.09,1389.6,553.09,2387.97,46.93,520.99,2387.97,8.3731,391,38.97,23.3868,0.18181818181818182
305,47,641.77,1583.5,1399.68,554.08,2387.96,47.19,521.54,2387.97,8.3751,390,39.05,23.3963,0.1857707509881423
306,48,642.34,1582.19,1394.06,553.56,2388.0,47.07,521.53,2388.01,8.3531,388,39.14,23.4012,0.18972332015810275
307,49,642.38,1581.01,1390.29,554.05,2388.02,46.95,521.86,2387.99,8.3633,392,38.99,23.316,0.19367588932806323
308,50,641.88,1576.1,1398.4,554.12,2387.96,47.25,522.54,2387.92,8.3677,392,39.05,23.4077,0.1976284584980237
309,51,641.81,1583.16,1392.22,553.77,2387.93,47.08,521.28,2387.96,8.3878,390,39.04,23.353,0.2015810276679842
310,52,641.83,1586.72,1395.12,554.33,2387.93,47.07,521.38,2387.95,8.3862,391,39.1,23.4066,0.20553359683794467
311,53,641.8,1588.45,1396.64,554.16,2387.93,47.2,522.26,2387.99,8.3758,390,38.93,23.3963,0.20948616600790515
312,54,642.04,1584.28,1398.44,553.92,2387.98,47.19,522.21,2388.01,8.3873,391,39.18,23.3709,0.2134387351778656
313,55,642.76,1586.27,1402.33,553.62,2387.94,46.96,521.87,2387.94,8.3857,391,38.91,23.4883,0.21739130434782608
314,56,642.09,1574.55,1392.24,553.58,2387.96,47.1,521.5,2387.92,8.3984,392,38.95,23.319,0.22134387351778656
315,57,641.68,1580.44,1387.25,553.96,2387.98,47.2,522.09,2388.0,8.3965,390,39.0,23.4259,0.22529644268774704
316,58,642.44,1581.78,1397.62,553.76,2387.98,47.13,521.72,2387.97,8.3916,391,38.98,23.4513,0.22924901185770752
317,59,641.75,1581.89,1392.91,554.36,2387.93,47.24,522.23,2387.98,8.3665,393,39.08,23.4945,0.233201581027668
318,60,641.87,1585.02,1399.01,553.89,2387.94,47.12,521.02,2387.95,8.3885,391,39.05,23.4333,0.23715415019762845
319,61,641.77,1580.16,1395.76,553.97,2388.02,47.23,522.71,2388.01,8.3772,390,39.03,23.4243,0.24110671936758893
320,62,641.92,1583.4,1393.1,554.2,2387.95,47.04,521.27,2388.0,8.3838,389,39.15,23.3995,0.2450592885375494
321,63,641.83,1580.15,1396.84,553.14,2388.0,47.02,521.59,2387.93,8.3776,390,38.9,23.4809,0.2490118577075099
322,64,641.97,1573.94,1389.95,553.46,2387.98,47.03,521.58,2387.96,8.3668,389,39.03,23.4233,0.25296442687747034
323,65,642.09,1588.11,1395.11,553.58,2387.96,47.13,521.22,2387.95,8.3809,392,39.03,23.4411,0.25691699604743085
324,66,642.03,1586.02,1396.35,553.25,2387.98,46.92,521.86,2388.02,8.3818,391,38.97,23.3217,0.2608695652173913
325,67,642.6,1591.5,1400.3,553.58,2388.04,47.24,522.21,2387.96,8.3807,392,39.07,23.5127,0.2648221343873518
326,68,641.46,1581.05,1396.6,553.23,2387.97,47.14,521.35,2387.97,8.4042,392,39.14,23.3664,0.26877470355731226
327,69,641.76,1582.92,1399.44,554.1,2387.96,47.3,521.76,2387.99,8.3641,390,39.2,23.4723,0.2727272727272727
328,70,642.06,1578.49,1392.21,553.78,2387.98,47.21,521.18,2387.91,8.4146,393,39.03,23.377,0.2766798418972332
329,71,641.56,1575.84,1390.26,554.23,2388.01,46.98,521.91,2387.95,8.3951,392,38.94,23.3499,0.28063241106719367
330,72,641.6,1576.35,1394.93,553.18,2387.94,47.14,521.94,2387.95,8.3926,391,39.15,23.3763,0.2845849802371542
331,73,641.64,1579.98,1388.73,554.33,2387.93,47.13,521.66,2387.96,8.3748,392,39.08,23.4289,0.2885375494071146
332,74,641.76,1584.03,1389.39,553.73,2387.98,47.22,521.85,2387.9,8.3966,393,39.05,23.3354,0.2924901185770751
333,75,641.93,1583.6,1395.75,552.74,2387.92,46.9,521.75,2387.96,8.4116,390,38.99,23.4354,0.2964426877470356
334,76,641.84,1584.63,1396.0,553.23,2387.91,47.26,520.88,2388.01,8.3884,391,39.0,23.4173,0.30039525691699603
335,77,641.34,1582.22,1398.02,553.12,2387.93,47.1,521.21,2387.95,8.3872,392,39.04,23.5012,0.30434782608695654
336,78,641.72,1586.79,1395.99,553.84,2387.99,46.94,522.19,2387.98,8.3798,391,39.01,23.4923,0.308300395256917
337,79,642.13,1582.66,1391.53,554.06,2387.97,47.25,521.55,2387.99,8.3775,392,39.05,23.4786,0.31225296442687744
338,80,642.2,1588.42,1399.66,553.8,2387.93,47.02,521.9,2387.99,8.3923,391,39.21,23.4163,0.31620553359683795
339,81,642.37,1582.15,1397.4,554.42,2387.96,47.28,521.41,2387.99,8.3751,390,39.04,23.4595,0.3201581027667984
340,82,641.63,1582.74,1392.71,554.02,2387.95,47.12,521.74,2387.96,8.3558,393,38.92,23.3557,0.3241106719367589
341,83,641.49,1582.4,1388.64,553.96,2387.99,47.01,522.02,2387.98,8.3632,391,38.99,23.4035,0.32806324110671936
342,84,641.92,1589.33,1393.67,553.34,2387.93,46.97,522.12,2387.95,8.3565,391,39.18,23.4609,0.33201581027667987
343,85,642.71,1585.76,1395.11,553.83,2387.96,47.0,521.17,2387.96,8.382,393,38.97,23.3511,0.3359683794466403
344,86,642.02,1581.56,1404.51,554.26,2387.98,47.17,522.13,2387.98,8.3947,391,39.17,23.4418,0.33992094861660077
345,87,642.19,1589.37,1391.98,553.83,2387.99,47.25,521.73,2388.02,8.3774,392,39.03,23.3616,0.3438735177865613
346,88,641.92,1585.34,1400.88,553.92,2388.03,47.1,522.31,2387.99,8.3478,391,38.94,23.3582,0.34782608695652173
347,89,642.55,1581.11,1396.01,554.59,2388.02,46.97,522.01,2387.94,8.3569,393,39.11,23.3784,0.35177865612648224
348,90,641.86,1584.68,1397.56,554.19,2387.98,47.08,522.21,2387.98,8.3979,392,39.05,23.4873,0.3557312252964427
349,91,642.12,1579.53,1396.85,554.11,2388.0,47.13,521.44,2387.95,8.3513,391,39.09,23.377,0.35968379446640314
350,92,641.84,1580.18,1389.02,554.98,2388.0,47.2,521.66,2387.98,8.3445,391,39.01,23.3644,0.36363636363636365
351,93,641.93,1583.84,1390.85,553.91,2387.95,47.14,521.18,2387.93,8.3792,391,38.97,23.3201,0.3675889328063241
352,94,641.86,1589.94,1390.68,553.7,2387.95,47.02,521.34,2387.95,8.3648,392,38.86,23.4132,0.3715415019762846
353,95,641.66,1577.37,1390.28,553.91,2387.98,47.13,521.62,2387.96,8.4022,391,39.03,23.525,0.37549407114624506
354,96,642.04,1576.41,1394.97,553.98,2387.98,47.2,522.5,2387.97,8.3816,393,39.04,23.4919,0.3794466403162055
355,97,641.76,1587.26,1398.07,554.2,2387.94,47.11,521.98,2388.02,8.3991,391,39.13,23.5237,0.383399209486166
356,98,642.12,1576.65,1397.98,554.23,2387.99,47.02,521.87,2388.01,8.3787,393,39.15,23.4681,0.38735177865612647
357,99,642.06,1585.4,1397.87,554.56,2388.04,47.25,522.05,2388.02,8.3602,391,39.01,23.3993,0.391304347826087
358,100,641.92,1584.46,1400.42,554.31,2387.95,47.17,522.23,2387.98,8.405,391,39.13,23.4464,0.3952569169960474
359,101,641.91,1576.06,1394.77,554.27,2387.99,47.12,522.37,2387.94,8.3579,391,39.32,23.352,0.39920948616600793
360,102,642.26,1580.79,1398.01,554.36,2387.99,47.15,522.09,2387.96,8.3846,391,39.01,23.492,0.4031620553359684
361,103,641.94,1583.67,1398.16,554.56,2387.96,47.03,522.29,2387.9,8.3997,390,39.09,23.4696,0.40711462450592883
362,104,642.07,1584.78,1390.81,553.78,2387.96,47.07,521.82,2387.98,8.4069,390,39.02,23.3995,0.41106719367588934
363,105,642.41,1584.01,1394.76,555.33,2387.93,47.15,522.68,2388.02,8.3764,392,39.13,23.3941,0.4150197628458498
364,106,642.36,1575.28,1398.22,554.36,2387.96,47.22,522.13,2388.0,8.3927,392,38.87,23.3772,0.4189723320158103
365,107,641.99,1587.39,1395.82,554.81,2388.02,47.12,522.34,2387.97,8.3801,390,38.85,23.4349,0.42292490118577075
366,108,641.92,1574.79,1395.01,554.34,2387.99,47.15,522.67,2388.02,8.3571,392,39.13,23.4111,0.4268774703557312
367,109,641.97,1579.4,1395.31,554.41,2388.02,47.25,522.51,2387.98,8.3746,389,39.01,23.4286,0.4308300395256917
368,110,642.03,1580.92,1399.47,554.9,2387.98,47.04,522.4,2387.95,8.3776,390,38.99,23.335,0.43478260869565216
369,111,641.86,1584.71,1400.65,554.45,2388.04,47.02,522.75,2387.97,8.3699,390,38.9,23.3849,0.43873517786561267
370,112,641.53,1582.96,1400.5,553.46,2388.01,47.05,522.17,2387.97,8.3641,391,39.07,23.4808,0.4426877470355731
371,113,642.34,1582.54,1399.91,554.06,2387.96,47.17,522.31,2388.01,8.4252,391,38.92,23.2873,0.44664031620553357
372,114,642.11,1581.07,1389.94,554.85,2388.01,47.18,521.93,2387.96,8.399,391,39.09,23.4237,0.4505928853754941
373,115,642.44,1578.63,1397.24,553.79,2387.99,47.05,521.81,2387.96,8.385,392,39.18,23.4052,0.45454545454545453
374,116,642.28,1579.63,1397.61,553.57,2387.96,47.24,522.08,2388.01,8.3612,390,39.07,23.4288,0.45849802371541504
375,117,642.02,1586.94,1393.56,555.08,2388.03,47.19,523.09,2388.02,8.3608,393,38.98,23.4458,0.4624505928853755
376,118,642.32,1587.7,1396.19,554.21,2387.99,47.13,522.63,2387.96,8.4083,390,38.96,23.3525,0.466403162055336
377,119,642.13,1586.13,1398.36,553.67,2387.97,46.95,522.44,2388.02,8.396,392,39.02,23.353,0.47035573122529645
378,120,641.6,1579.03,1395.71,554.62,2388.0,47.12,522.18,2388.03,8.3692,392,39.14,23.3946,0.4743083003952569
379,121,641.4,1578.57,1403.76,553.82,2387.98,47.15,522.14,2387.99,8.358,390,38.86,23.3551,0.4782608695652174
380,122,642.04,1583.4,1401.6,554.56,2387.97,47.08,521.92,2388.02,8.3664,392,38.8,23.4473,0.48221343873517786
381,123,642.07,1585.17,1394.89,554.8,2388.01,47.1,522.68,2388.04,8.3703,391,39.08,23.4387,0.48616600790513836
382,124,642.36,1586.28,1398.35,555.04,2388.0,47.43,522.9,2387.99,8.3831,391,39.05,23.4725,0.4901185770750988
383,125,641.5,1588.28,1400.51,555.25,2388.0,47.2,523.24,2388.02,8.4038,392,38.99,23.4065,0.49407114624505927
384,126,642.16,1584.03,1399.55,554.56,2387.99,47.17,523.43,2387.99,8.3786,391,39.07,23.5196,0.4980237154150198
385,127,642.25,1582.61,1399.22,554.27,2387.95,47.16,522.2,2388.08,8.369,391,39.21,23.4077,0.5019762845849802
386,128,642.45,1584.77,1397.4,555.2,2388.04,47.26,522.7,2388.03,8.3577,391,38.94,23.4321,0.5059288537549407
387,129,642.24,1577.95,1402.06,554.81,2388.0,47.35,522.04,2388.0,8.3444,391,38.9,23.3837,0.5098814229249012
388,130,641.82,1581.17,1393.72,555.03,2388.05,47.18,522.85,2387.96,8.3676,391,39.0,23.4754,0.5138339920948617
389,131,642.01,1585.88,1397.29,554.37,2388.0,47.15,522.66,2388.03,8.3763,391,39.0,23.4163,0.5177865612648221
390,132,642.16,1585.55,1403.95,555.2,2387.95,47.23,522.91,2387.99,8.3474,390,39.15,23.5326,0.5217391304347826
391,133,642.04,1585.21,1389.11,554.3,2387.97,47.21,522.84,2388.09,8.3553,392,38.99,23.4369,0.525691699604743
392,134,642.27,1589.4,1395.91,554.71,2387.95,47.16,522.43,2388.04,8.3377,391,39.19,23.3675,0.5296442687747036
393,135,642.5,1584.25,1401.17,555.12,2388.03,47.3,523.23,2388.02,8.3816,391,39.15,23.4602,0.5335968379446641
394,136,642.54,1581.63,1399.53,554.52,2388.06,47.13,522.94,2387.95,8.3665,392,38.78,23.4587,0.5375494071146245
395,137,642.3,1588.07,1399.07,556.42,2388.03,47.23,523.46,2388.06,8.369,392,38.97,23.4517,0.541501976284585
396,138,641.93,1581.8,1391.16,554.68,2388.01,47.05,522.9,2387.98,8.3746,392,39.19,23.4522,0.5454545454545454
397,139,642.02,1589.67,1392.5,554.7,2388.01,47.07,523.47,2388.0,8.3442,391,38.9,23.4835,0.549407114624506
398,140,641.98,1581.56,1401.4,555.16,2388.08,47.03,523.3,2388.05,8.3594,391,39.32,23.4278,0.5533596837944664
399,141,642.38,1583.54,1402.56,554.59,2388.01,47.13,522.71,2387.97,8.3864,391,39.1,23.463,0.5573122529644269
400,142,641.96,1581.53,1399.73,555.46,2388.01,47.11,523.54,2388.07,8.3777,392,39.04,23.4694,0.5612648221343873
401,143,642.36,1586.28,1404.74,556.32,2388.03,47.26,523.06,2388.1,8.3436,393,39.17,23.4159,0.5652173913043478
402,144,641.84,1584.8,1394.01,555.32,2388.04,47.25,522.72,2388.03,8.3967,392,39.03,23.4839,0.5691699604743083
403,145,642.6,1578.44,1394.57,555.13,2388.03,47.32,522.56,2388.0,8.3865,391,39.16,23.5129,0.5731225296442688
404,146,641.99,1589.5,1403.61,555.8,2388.05,47.22,523.22,2388.04,8.3279,392,39.03,23.4053,0.5770750988142292
405,147,641.9,1587.08,1392.46,555.68,2388.0,47.19,523.19,2388.09,8.3876,392,39.06,23.403,0.5810276679841897
406,148,641.87,1576.56,1401.76,554.99,2388.01,47.17,522.87,2387.95,8.3522,394,39.02,23.4479,0.5849802371541502
407,149,642.12,1586.92,1398.98,556.0,2388.02,47.22,523.02,2388.03,8.3499,392,38.96,23.4358,0.5889328063241107
408,150,642.15,1595.23,1393.24,554.96,2388.0,47.16,523.35,2388.05,8.3794,393,38.93,23.4264,0.5928853754940712
409,151,641.97,1591.16,1397.1,554.59,2387.97,47.16,522.68,2387.99,8.3748,392,38.96,23.5583,0.5968379446640316
